Aika;Yö (kWh);Päivä (kWh)
25.04.2021 01;3.64;0.00
25.04.2021 02;2.63;0.00
25.04.2021 03;2.58;0.00
25.04.2021 04;3.29;0.00
25.04.2021 05;3.50;0.00
25.04.2021 06;3.51;0.00
25.04.2021 07;0.00;3.40
25.04.2021 08;0.00;3.37
25.04.2021 09;0.00;3.34
25.04.2021 10;0.00;2.53
25.04.2021 11;0.00;2.58
25.04.2021 12;0.00;2.95
25.04.2021 13;0.00;3.07
25.04.2021 14;0.00;2.94
25.04.2021 15;0.00;2.97
25.04.2021 16;0.00;2.53
25.04.2021 17;0.00;2.52
25.04.2021 18;0.00;3.20
25.04.2021 19;0.00;3.12
25.04.2021 20;0.00;3.27
25.04.2021 21;0.00;3.57
25.04.2021 22;3.53;0.00
25.04.2021 23;5.48;0.00
26.04.2021 00;5.35;0.00
26.04.2021 01;4.52;0.00
26.04.2021 02;3.11;0.00
26.04.2021 03;2.56;0.00
26.04.2021 04;2.45;0.00
26.04.2021 05;2.48;0.00
26.04.2021 06;2.97;0.00
26.04.2021 07;0.00;3.28
26.04.2021 08;0.00;2.95
26.04.2021 09;0.00;2.78
26.04.2021 10;0.00;2.82
26.04.2021 11;0.00;2.65
26.04.2021 12;0.00;2.10
26.04.2021 13;0.00;2.34
26.04.2021 14;0.00;2.28
26.04.2021 15;0.00;2.00
26.04.2021 16;0.00;1.94
26.04.2021 17;0.00;1.78
26.04.2021 18;0.00;1.92
26.04.2021 19;0.00;2.60
26.04.2021 20;0.00;2.71
26.04.2021 21;0.00;2.78
26.04.2021 22;3.34;0.00
26.04.2021 23;4.96;0.00
27.04.2021 00;4.85;0.00
27.04.2021 01;3.11;0.00
27.04.2021 02;2.26;0.00
27.04.2021 03;2.25;0.00
27.04.2021 04;2.34;0.00
27.04.2021 05;2.38;0.00
27.04.2021 06;2.98;0.00
27.04.2021 07;0.00;3.19
27.04.2021 08;0.00;3.32
27.04.2021 09;0.00;3.37
27.04.2021 10;0.00;3.30
27.04.2021 11;0.00;3.21
27.04.2021 12;0.00;2.35
27.04.2021 13;0.00;2.30
27.04.2021 14;0.00;2.84
27.04.2021 15;0.00;2.36
27.04.2021 16;0.00;2.63
27.04.2021 17;0.00;3.13
27.04.2021 18;0.00;2.93
27.04.2021 19;0.00;2.96
27.04.2021 20;0.00;2.99
27.04.2021 21;0.00;3.94
27.04.2021 22;3.47;0.00
27.04.2021 23;4.64;0.00
28.04.2021 00;4.59;0.00
28.04.2021 01;4.72;0.00
28.04.2021 02;2.78;0.00
28.04.2021 03;2.86;0.00
28.04.2021 04;2.50;0.00
28.04.2021 05;2.10;0.00
28.04.2021 06;2.09;0.00
28.04.2021 07;0.00;3.21
28.04.2021 08;0.00;3.86
28.04.2021 09;0.00;3.96
28.04.2021 10;0.00;3.56
28.04.2021 11;0.00;3.84
28.04.2021 12;0.00;3.49
28.04.2021 13;0.00;2.55
28.04.2021 14;0.00;1.92
28.04.2021 15;0.00;2.06
28.04.2021 16;0.00;1.60
28.04.2021 17;0.00;1.94
28.04.2021 18;0.00;2.25
28.04.2021 19;0.00;2.92
28.04.2021 20;0.00;3.00
28.04.2021 21;0.00;2.27
28.04.2021 22;2.74;0.00
28.04.2021 23;3.82;0.00
29.04.2021 00;3.76;0.00
29.04.2021 01;2.98;0.00
29.04.2021 02;2.69;0.00
29.04.2021 03;2.75;0.00
29.04.2021 04;2.74;0.00
29.04.2021 05;2.65;0.00
29.04.2021 06;2.70;0.00
29.04.2021 07;0.00;2.92
29.04.2021 08;0.00;2.51
29.04.2021 09;0.00;3.15
29.04.2021 10;0.00;2.48
29.04.2021 11;0.00;1.72
29.04.2021 12;0.00;1.43
29.04.2021 13;0.00;1.77
29.04.2021 14;0.00;1.37
29.04.2021 15;0.00;1.92
29.04.2021 16;0.00;1.56
29.04.2021 17;0.00;2.21
29.04.2021 18;0.00;1.31
29.04.2021 19;0.00;1.28
29.04.2021 20;0.00;1.34
29.04.2021 21;0.00;1.93
29.04.2021 22;1.87;0.00
29.04.2021 23;3.55;0.00
30.04.2021 00;3.78;0.00
30.04.2021 01;3.60;0.00
30.04.2021 02;2.63;0.00
30.04.2021 03;2.56;0.00
30.04.2021 04;2.49;0.00
30.04.2021 05;2.50;0.00
30.04.2021 06;2.45;0.00
30.04.2021 07;0.00;2.40
30.04.2021 08;0.00;2.64
30.04.2021 09;0.00;2.77
30.04.2021 10;0.00;2.02
30.04.2021 11;0.00;1.25
30.04.2021 12;0.00;1.24
30.04.2021 13;0.00;1.24
30.04.2021 14;0.00;1.18
30.04.2021 15;0.00;1.56
30.04.2021 16;0.00;1.57
30.04.2021 17;0.00;1.25
30.04.2021 18;0.00;1.14
30.04.2021 19;0.00;1.14
30.04.2021 20;0.00;1.41
30.04.2021 21;0.00;1.88
30.04.2021 22;1.77;0.00
30.04.2021 23;3.61;0.00
01.05.2021 00;3.62;0.00
01.05.2021 01;3.13;0.00
01.05.2021 02;1.71;0.00
01.05.2021 03;1.93;0.00
01.05.2021 04;2.77;0.00
01.05.2021 05;2.80;0.00
01.05.2021 06;2.71;0.00
01.05.2021 07;0.00;2.61
01.05.2021 08;0.00;3.55
01.05.2021 09;0.00;2.53
01.05.2021 10;0.00;3.46
01.05.2021 11;0.00;1.92
01.05.2021 12;0.00;2.02
01.05.2021 13;0.00;1.62
01.05.2021 14;0.00;1.36
01.05.2021 15;0.00;1.33
01.05.2021 16;0.00;1.30
01.05.2021 17;0.00;1.33
01.05.2021 18;0.00;1.53
01.05.2021 19;0.00;1.50
01.05.2021 20;0.00;1.51
01.05.2021 21;0.00;1.74
01.05.2021 22;2.15;0.00
01.05.2021 23;3.84;0.00
02.05.2021 00;4.28;0.00
02.05.2021 01;4.68;0.00
02.05.2021 02;2.70;0.00
02.05.2021 03;2.67;0.00
02.05.2021 04;2.70;0.00
02.05.2021 05;2.74;0.00
02.05.2021 06;2.25;0.00
02.05.2021 07;0.00;1.83
02.05.2021 08;0.00;2.23
02.05.2021 09;0.00;2.35
02.05.2021 10;0.00;1.96
02.05.2021 11;0.00;1.81
02.05.2021 12;0.00;2.10
02.05.2021 13;0.00;1.77
02.05.2021 14;0.00;2.69
02.05.2021 15;0.00;1.22
02.05.2021 16;0.00;1.17
02.05.2021 17;0.00;1.00
02.05.2021 18;0.00;0.99
02.05.2021 19;0.00;1.10
02.05.2021 20;0.00;1.50
02.05.2021 21;0.00;1.57
02.05.2021 22;2.35;0.00
02.05.2021 23;3.82;0.00
03.05.2021 00;3.79;0.00
03.05.2021 01;3.40;0.00
03.05.2021 02;1.83;0.00
03.05.2021 03;1.92;0.00
03.05.2021 04;2.15;0.00
03.05.2021 05;2.81;0.00
03.05.2021 06;2.66;0.00
03.05.2021 07;0.00;2.55
03.05.2021 08;0.00;2.61
03.05.2021 09;0.00;2.42
03.05.2021 10;0.00;2.30
03.05.2021 11;0.00;1.49
03.05.2021 12;0.00;1.51
03.05.2021 13;0.00;1.45
03.05.2021 14;0.00;2.61
03.05.2021 15;0.00;1.58
03.05.2021 16;0.00;1.49
03.05.2021 17;0.00;1.57
03.05.2021 18;0.00;2.13
03.05.2021 19;0.00;2.09
03.05.2021 20;0.00;2.05
03.05.2021 21;0.00;1.97
03.05.2021 22;2.52;0.00
03.05.2021 23;4.35;0.00
04.05.2021 00;4.34;0.00
04.05.2021 01;4.39;0.00
04.05.2021 02;2.80;0.00
04.05.2021 03;1.70;0.00
04.05.2021 04;1.76;0.00
04.05.2021 05;1.66;0.00
04.05.2021 06;1.69;0.00
04.05.2021 07;0.00;2.07
04.05.2021 08;0.00;2.19
04.05.2021 09;0.00;1.96
04.05.2021 10;0.00;2.58
04.05.2021 11;0.00;2.57
04.05.2021 12;0.00;2.44
04.05.2021 13;0.00;2.31
04.05.2021 14;0.00;1.78
04.05.2021 15;0.00;3.43
04.05.2021 16;0.00;2.28
04.05.2021 17;0.00;2.16
04.05.2021 18;0.00;2.32
04.05.2021 19;0.00;2.18
04.05.2021 20;0.00;2.42
04.05.2021 21;0.00;2.26
04.05.2021 22;2.00;0.00
04.05.2021 23;4.30;0.00
05.05.2021 00;3.66;0.00
05.05.2021 01;2.71;0.00
05.05.2021 02;2.75;0.00
05.05.2021 03;2.72;0.00
05.05.2021 04;2.79;0.00
05.05.2021 05;2.18;0.00
05.05.2021 06;1.91;0.00
05.05.2021 07;0.00;1.97
05.05.2021 08;0.00;2.22
05.05.2021 09;0.00;2.00
05.05.2021 10;0.00;1.99
05.05.2021 11;0.00;1.89
05.05.2021 12;0.00;1.87
05.05.2021 13;0.00;2.48
05.05.2021 14;0.00;2.26
05.05.2021 15;0.00;2.40
05.05.2021 16;0.00;2.54
05.05.2021 17;0.00;2.37
05.05.2021 18;0.00;1.70
05.05.2021 19;0.00;2.07
05.05.2021 20;0.00;1.71
05.05.2021 21;0.00;1.70
05.05.2021 22;2.28;0.00
05.05.2021 23;3.88;0.00
06.05.2021 00;4.27;0.00
06.05.2021 01;3.93;0.00
06.05.2021 02;2.71;0.00
06.05.2021 03;2.71;0.00
06.05.2021 04;2.66;0.00
06.05.2021 05;2.67;0.00
06.05.2021 06;2.21;0.00
06.05.2021 07;0.00;1.96
06.05.2021 08;0.00;2.32
06.05.2021 09;0.00;1.99
06.05.2021 10;0.00;2.02
06.05.2021 11;0.00;2.14
06.05.2021 12;0.00;2.30
06.05.2021 13;0.00;2.85
06.05.2021 14;0.00;2.88
06.05.2021 15;0.00;4.08
06.05.2021 16;0.00;4.14
06.05.2021 17;0.00;2.73
06.05.2021 18;0.00;2.47
06.05.2021 19;0.00;2.26
06.05.2021 20;0.00;2.17
06.05.2021 21;0.00;2.19
06.05.2021 22;2.25;0.00
06.05.2021 23;4.17;0.00
07.05.2021 00;4.81;0.00
07.05.2021 01;3.73;0.00
07.05.2021 02;2.95;0.00
07.05.2021 03;2.86;0.00
07.05.2021 04;2.93;0.00
07.05.2021 05;2.88;0.00
07.05.2021 06;2.20;0.00
07.05.2021 07;0.00;2.38
07.05.2021 08;0.00;2.43
07.05.2021 09;0.00;1.94
07.05.2021 10;0.00;1.95
07.05.2021 11;0.00;1.82
07.05.2021 12;0.00;1.72
07.05.2021 13;0.00;2.20
07.05.2021 14;0.00;2.16
07.05.2021 15;0.00;2.01
07.05.2021 16;0.00;1.75
07.05.2021 17;0.00;1.45
07.05.2021 18;0.00;1.48
07.05.2021 19;0.00;2.43
07.05.2021 20;0.00;2.94
07.05.2021 21;0.00;2.80
07.05.2021 22;2.79;0.00
07.05.2021 23;4.27;0.00
08.05.2021 00;3.61;0.00
08.05.2021 01;2.08;0.00
08.05.2021 02;1.62;0.00
08.05.2021 03;1.62;0.00
08.05.2021 04;1.66;0.00
08.05.2021 05;1.83;0.00
08.05.2021 06;2.43;0.00
08.05.2021 07;0.00;2.33
08.05.2021 08;0.00;2.40
08.05.2021 09;0.00;2.51
08.05.2021 10;0.00;2.48
08.05.2021 11;0.00;2.04
08.05.2021 12;0.00;1.42
08.05.2021 13;0.00;1.43
08.05.2021 14;0.00;1.48
08.05.2021 15;0.00;1.51
08.05.2021 16;0.00;1.48
08.05.2021 17;0.00;1.32
08.05.2021 18;0.00;1.34
08.05.2021 19;0.00;1.43
08.05.2021 20;0.00;1.61
08.05.2021 21;0.00;2.91
08.05.2021 22;2.47;0.00
08.05.2021 23;4.55;0.00
09.05.2021 00;4.46;0.00
09.05.2021 01;3.22;0.00
09.05.2021 02;2.53;0.00
09.05.2021 03;2.54;0.00
09.05.2021 04;1.83;0.00
09.05.2021 05;1.77;0.00
09.05.2021 06;1.69;0.00
09.05.2021 07;0.00;1.59
09.05.2021 08;0.00;1.60
09.05.2021 09;0.00;1.42
09.05.2021 10;0.00;1.98
09.05.2021 11;0.00;1.99
09.05.2021 12;0.00;1.85
09.05.2021 13;0.00;1.40
09.05.2021 14;0.00;0.86
09.05.2021 15;0.00;1.17
09.05.2021 16;0.00;1.94
09.05.2021 17;0.00;1.17
09.05.2021 18;0.00;1.36
09.05.2021 19;0.00;1.11
09.05.2021 20;0.00;2.29
09.05.2021 21;0.00;1.74
09.05.2021 22;1.98;0.00
09.05.2021 23;3.61;0.00
10.05.2021 00;3.33;0.00
10.05.2021 01;1.42;0.00
10.05.2021 02;1.24;0.00
10.05.2021 03;1.32;0.00
10.05.2021 04;1.32;0.00
10.05.2021 05;1.66;0.00
10.05.2021 06;2.06;0.00
10.05.2021 07;0.00;2.12
10.05.2021 08;0.00;2.34
10.05.2021 09;0.00;2.20
10.05.2021 10;0.00;1.95
10.05.2021 11;0.00;1.33
10.05.2021 12;0.00;1.38
10.05.2021 13;0.00;1.29
10.05.2021 14;0.00;1.89
10.05.2021 15;0.00;1.16
10.05.2021 16;0.00;1.10
10.05.2021 17;0.00;1.03
10.05.2021 18;0.00;1.04
10.05.2021 19;0.00;1.04
10.05.2021 20;0.00;1.04
10.05.2021 21;0.00;1.30
10.05.2021 22;2.03;0.00
10.05.2021 23;3.82;0.00
11.05.2021 00;3.87;0.00
11.05.2021 01;2.55;0.00
11.05.2021 02;1.37;0.00
11.05.2021 03;1.03;0.00
11.05.2021 04;1.02;0.00
11.05.2021 05;1.08;0.00
11.05.2021 06;1.05;0.00
11.05.2021 07;0.00;1.03
11.05.2021 08;0.00;0.81
11.05.2021 09;0.00;0.79
11.05.2021 10;0.00;0.80
11.05.2021 11;0.00;0.70
11.05.2021 12;0.00;0.80
11.05.2021 13;0.00;0.71
11.05.2021 14;0.00;0.71
11.05.2021 15;0.00;1.12
11.05.2021 16;0.00;0.79
11.05.2021 17;0.00;1.69
11.05.2021 18;0.00;0.70
11.05.2021 19;0.00;0.70
11.05.2021 20;0.00;1.36
11.05.2021 21;0.00;1.29
11.05.2021 22;0.74;0.00
11.05.2021 23;2.41;0.00
12.05.2021 00;2.43;0.00
12.05.2021 01;2.56;0.00
12.05.2021 02;0.90;0.00
12.05.2021 03;0.61;0.00
12.05.2021 04;0.62;0.00
12.05.2021 05;0.63;0.00
12.05.2021 06;0.57;0.00
12.05.2021 07;0.00;0.50
12.05.2021 08;0.00;0.81
12.05.2021 09;0.00;0.51
12.05.2021 10;0.00;0.56
12.05.2021 11;0.00;0.50
12.05.2021 12;0.00;0.55
12.05.2021 13;0.00;0.77
12.05.2021 14;0.00;0.78
12.05.2021 15;0.00;0.57
12.05.2021 16;0.00;0.55
12.05.2021 17;0.00;0.52
12.05.2021 18;0.00;0.51
12.05.2021 19;0.00;0.47
12.05.2021 20;0.00;0.51
12.05.2021 21;0.00;0.52
12.05.2021 22;0.78;0.00
12.05.2021 23;2.59;0.00
13.05.2021 00;2.24;0.00
13.05.2021 01;0.62;0.00
13.05.2021 02;0.59;0.00
13.05.2021 03;0.62;0.00
13.05.2021 04;0.64;0.00
13.05.2021 05;0.63;0.00
13.05.2021 06;0.60;0.00
13.05.2021 07;0.00;0.66
13.05.2021 08;0.00;0.56
13.05.2021 09;0.00;0.52
13.05.2021 10;0.00;0.60
13.05.2021 11;0.00;0.60
13.05.2021 12;0.00;0.51
13.05.2021 13;0.00;0.57
13.05.2021 14;0.00;0.61
13.05.2021 15;0.00;0.60
13.05.2021 16;0.00;0.50
13.05.2021 17;0.00;0.51
13.05.2021 18;0.00;0.53
13.05.2021 19;0.00;0.57
13.05.2021 20;0.00;1.46
13.05.2021 21;0.00;0.71
13.05.2021 22;0.87;0.00
13.05.2021 23;2.65;0.00
14.05.2021 00;2.63;0.00
14.05.2021 01;2.68;0.00
14.05.2021 02;2.79;0.00
14.05.2021 03;2.84;0.00
14.05.2021 04;2.25;0.00
14.05.2021 05;1.01;0.00
14.05.2021 06;0.86;0.00
14.05.2021 07;0.00;0.89
14.05.2021 08;0.00;0.82
14.05.2021 09;0.00;0.84
14.05.2021 10;0.00;0.80
14.05.2021 11;0.00;0.90
14.05.2021 12;0.00;0.70
14.05.2021 13;0.00;0.74
14.05.2021 14;0.00;0.55
14.05.2021 15;0.00;0.58
14.05.2021 16;0.00;0.61
14.05.2021 17;0.00;0.46
14.05.2021 18;0.00;0.48
14.05.2021 19;0.00;0.43
14.05.2021 20;0.00;0.59
14.05.2021 21;0.00;0.49
14.05.2021 22;1.55;0.00
14.05.2021 23;2.99;0.00
15.05.2021 00;1.66;0.00
15.05.2021 01;0.73;0.00
15.05.2021 02;0.77;0.00
15.05.2021 03;0.77;0.00
15.05.2021 04;0.86;0.00
15.05.2021 05;0.87;0.00
15.05.2021 06;0.85;0.00
15.05.2021 07;0.00;0.74
15.05.2021 08;0.00;0.61
15.05.2021 09;0.00;0.61
15.05.2021 10;0.00;0.66
15.05.2021 11;0.00;0.58
15.05.2021 12;0.00;0.59
15.05.2021 13;0.00;0.63
15.05.2021 14;0.00;1.65
15.05.2021 15;0.00;0.82
15.05.2021 16;0.00;0.74
15.05.2021 17;0.00;0.64
15.05.2021 18;0.00;0.65
15.05.2021 19;0.00;0.67
15.05.2021 20;0.00;0.64
15.05.2021 21;0.00;0.67
15.05.2021 22;0.89;0.00
15.05.2021 23;2.71;0.00
16.05.2021 00;2.66;0.00
16.05.2021 01;2.87;0.00
16.05.2021 02;2.19;0.00
16.05.2021 03;0.89;0.00
16.05.2021 04;0.96;0.00
16.05.2021 05;0.93;0.00
16.05.2021 06;0.93;0.00
16.05.2021 07;0.00;0.75
16.05.2021 08;0.00;0.79
16.05.2021 09;0.00;0.64
16.05.2021 10;0.00;0.68
16.05.2021 11;0.00;0.65
16.05.2021 12;0.00;0.71
16.05.2021 13;0.00;0.64
16.05.2021 14;0.00;0.63
16.05.2021 15;0.00;0.64
16.05.2021 16;0.00;0.69
16.05.2021 17;0.00;0.63
16.05.2021 18;0.00;0.64
16.05.2021 19;0.00;0.66
16.05.2021 20;0.00;0.77
16.05.2021 21;0.00;0.73
16.05.2021 22;1.15;0.00
16.05.2021 23;2.95;0.00
17.05.2021 00;2.72;0.00
17.05.2021 01;0.82;0.00
17.05.2021 02;0.88;0.00
17.05.2021 03;0.90;0.00
17.05.2021 04;1.14;0.00
17.05.2021 05;1.74;0.00
17.05.2021 06;1.63;0.00
17.05.2021 07;0.00;1.58
17.05.2021 08;0.00;1.61
17.05.2021 09;0.00;0.64
17.05.2021 10;0.00;0.68
17.05.2021 11;0.00;0.64
17.05.2021 12;0.00;0.61
17.05.2021 13;0.00;0.65
17.05.2021 14;0.00;1.47
17.05.2021 15;0.00;0.74
17.05.2021 16;0.00;0.61
17.05.2021 17;0.00;0.60
17.05.2021 18;0.00;0.54
17.05.2021 19;0.00;1.77
17.05.2021 20;0.00;0.69
17.05.2021 21;0.00;0.68
17.05.2021 22;1.02;0.00
17.05.2021 23;2.71;0.00
18.05.2021 00;2.73;0.00
18.05.2021 01;0.61;0.00
18.05.2021 02;0.60;0.00
18.05.2021 03;0.59;0.00
18.05.2021 04;0.64;0.00
18.05.2021 05;0.69;0.00
18.05.2021 06;0.56;0.00
18.05.2021 07;0.00;0.65
18.05.2021 08;0.00;1.04
18.05.2021 09;0.00;1.12
18.05.2021 10;0.00;1.09
18.05.2021 11;0.00;0.81
18.05.2021 12;0.00;0.70
18.05.2021 13;0.00;0.74
18.05.2021 14;0.00;0.75
18.05.2021 15;0.00;0.65
18.05.2021 16;0.00;0.74
18.05.2021 17;0.00;0.70
18.05.2021 18;0.00;0.67
18.05.2021 19;0.00;0.73
18.05.2021 20;0.00;1.30
18.05.2021 21;0.00;0.95
18.05.2021 22;0.97;0.00
18.05.2021 23;2.80;0.00
19.05.2021 00;2.80;0.00
19.05.2021 01;1.60;0.00
19.05.2021 02;0.75;0.00
19.05.2021 03;0.68;0.00
19.05.2021 04;0.73;0.00
19.05.2021 05;1.25;0.00
19.05.2021 06;1.64;0.00
19.05.2021 07;0.00;1.69
19.05.2021 08;0.00;1.38
19.05.2021 09;0.00;0.78
19.05.2021 10;0.00;0.82
19.05.2021 11;0.00;0.73
19.05.2021 12;0.00;0.72
19.05.2021 13;0.00;0.80
19.05.2021 14;0.00;0.63
19.05.2021 15;0.00;0.84
19.05.2021 16;0.00;0.76
19.05.2021 17;0.00;0.58
19.05.2021 18;0.00;0.66
19.05.2021 19;0.00;1.51
19.05.2021 20;0.00;1.50
19.05.2021 21;0.00;1.15
19.05.2021 22;1.10;0.00
19.05.2021 23;2.79;0.00
20.05.2021 00;2.87;0.00
20.05.2021 01;1.04;0.00
20.05.2021 02;0.78;0.00
20.05.2021 03;0.85;0.00
20.05.2021 04;0.85;0.00
20.05.2021 05;0.84;0.00
20.05.2021 06;0.89;0.00
20.05.2021 07;0.00;0.91
20.05.2021 08;0.00;1.16
20.05.2021 09;0.00;0.92
20.05.2021 10;0.00;0.88
20.05.2021 11;0.00;0.94
20.05.2021 12;0.00;1.08
20.05.2021 13;0.00;1.01
20.05.2021 14;0.00;0.78
20.05.2021 15;0.00;1.26
20.05.2021 16;0.00;0.91
20.05.2021 17;0.00;0.91
20.05.2021 18;0.00;0.91
20.05.2021 19;0.00;1.11
20.05.2021 20;0.00;1.01
20.05.2021 21;0.00;1.02
20.05.2021 22;1.93;0.00
20.05.2021 23;3.83;0.00
21.05.2021 00;3.80;0.00
21.05.2021 01;3.34;0.00
21.05.2021 02;0.96;0.00
21.05.2021 03;0.91;0.00
21.05.2021 04;0.90;0.00
21.05.2021 05;0.97;0.00
21.05.2021 06;0.86;0.00
21.05.2021 07;0.00;1.11
21.05.2021 08;0.00;1.09
21.05.2021 09;0.00;0.94
21.05.2021 10;0.00;0.94
21.05.2021 11;0.00;0.97
21.05.2021 12;0.00;1.11
21.05.2021 13;0.00;1.20
21.05.2021 14;0.00;2.25
21.05.2021 15;0.00;1.33
21.05.2021 16;0.00;1.00
21.05.2021 17;0.00;1.12
21.05.2021 18;0.00;1.41
21.05.2021 19;0.00;1.66
21.05.2021 20;0.00;2.65
21.05.2021 21;0.00;2.33
21.05.2021 22;2.40;0.00
21.05.2021 23;3.66;0.00
22.05.2021 00;3.32;0.00
22.05.2021 01;2.09;0.00
22.05.2021 02;1.36;0.00
22.05.2021 03;1.34;0.00
22.05.2021 04;1.43;0.00
22.05.2021 05;1.48;0.00
22.05.2021 06;1.57;0.00
22.05.2021 07;0.00;2.13
22.05.2021 08;0.00;2.64
22.05.2021 09;0.00;2.65
22.05.2021 10;0.00;2.58
22.05.2021 11;0.00;2.73
22.05.2021 12;0.00;1.91
22.05.2021 13;0.00;0.94
22.05.2021 14;0.00;1.43
22.05.2021 15;0.00;1.34
22.05.2021 16;0.00;1.06
22.05.2021 17;0.00;0.91
22.05.2021 18;0.00;1.03
22.05.2021 19;0.00;1.04
22.05.2021 20;0.00;1.03
22.05.2021 21;0.00;1.07
22.05.2021 22;1.57;0.00
22.05.2021 23;3.41;0.00
23.05.2021 00;2.91;0.00
23.05.2021 01;1.14;0.00
23.05.2021 02;1.22;0.00
23.05.2021 03;1.30;0.00
23.05.2021 04;1.34;0.00
23.05.2021 05;2.08;0.00
23.05.2021 06;1.89;0.00
23.05.2021 07;0.00;1.84
23.05.2021 08;0.00;1.83
23.05.2021 09;0.00;1.14
23.05.2021 10;0.00;1.08
23.05.2021 11;0.00;0.90
23.05.2021 12;0.00;0.95
23.05.2021 13;0.00;1.95
23.05.2021 14;0.00;1.67
23.05.2021 15;0.00;1.52
23.05.2021 16;0.00;1.18
23.05.2021 17;0.00;1.08
23.05.2021 18;0.00;1.00
23.05.2021 19;0.00;1.18
23.05.2021 20;0.00;1.58
23.05.2021 21;0.00;1.26
23.05.2021 22;1.40;0.00
23.05.2021 23;3.24;0.00
24.05.2021 00;3.22;0.00
24.05.2021 01;2.21;0.00
24.05.2021 02;1.97;0.00
24.05.2021 03;2.05;0.00
24.05.2021 04;1.99;0.00
24.05.2021 05;1.43;0.00
24.05.2021 06;1.13;0.00
24.05.2021 07;0.00;1.21
24.05.2021 08;0.00;1.44
24.05.2021 09;0.00;1.16
24.05.2021 10;0.00;0.99
24.05.2021 11;0.00;1.10
24.05.2021 12;0.00;1.16
24.05.2021 13;0.00;1.17
24.05.2021 14;0.00;1.11
24.05.2021 15;0.00;0.99
24.05.2021 16;0.00;1.05
24.05.2021 17;0.00;0.95
24.05.2021 18;0.00;1.08
24.05.2021 19;0.00;1.06
24.05.2021 20;0.00;1.62
24.05.2021 21;0.00;1.29
24.05.2021 22;1.63;0.00
24.05.2021 23;3.28;0.00
25.05.2021 00;3.36;0.00
25.05.2021 01;3.32;0.00
25.05.2021 02;3.33;0.00
25.05.2021 03;3.39;0.00
25.05.2021 04;2.21;0.00
25.05.2021 05;2.25;0.00
25.05.2021 06;2.18;0.00
25.05.2021 07;0.00;1.80
25.05.2021 08;0.00;1.46
25.05.2021 09;0.00;1.14
25.05.2021 10;0.00;1.15
25.05.2021 11;0.00;1.01
25.05.2021 12;0.00;1.08
25.05.2021 13;0.00;0.94
25.05.2021 14;0.00;0.93
25.05.2021 15;0.00;1.21
25.05.2021 16;0.00;1.21
25.05.2021 17;0.00;1.89
25.05.2021 18;0.00;0.69
25.05.2021 19;0.00;0.86
25.05.2021 20;0.00;0.95
25.05.2021 21;0.00;0.92
25.05.2021 22;1.40;0.00
25.05.2021 23;3.20;0.00
26.05.2021 00;2.90;0.00
26.05.2021 01;1.16;0.00
26.05.2021 02;1.39;0.00
26.05.2021 03;1.39;0.00
26.05.2021 04;1.50;0.00
26.05.2021 05;1.56;0.00
26.05.2021 06;1.58;0.00
26.05.2021 07;0.00;1.37
26.05.2021 08;0.00;1.22
26.05.2021 09;0.00;1.52
26.05.2021 10;0.00;1.65
26.05.2021 11;0.00;2.28
26.05.2021 12;0.00;2.36
26.05.2021 13;0.00;2.14
26.05.2021 14;0.00;1.88
26.05.2021 15;0.00;1.92
26.05.2021 16;0.00;1.72
26.05.2021 17;0.00;1.63
26.05.2021 18;0.00;1.95
26.05.2021 19;0.00;2.02
26.05.2021 20;0.00;1.92
26.05.2021 21;0.00;1.48
26.05.2021 22;1.98;0.00
26.05.2021 23;4.38;0.00
27.05.2021 00;4.36;0.00
27.05.2021 01;2.34;0.00
27.05.2021 02;2.28;0.00
27.05.2021 03;2.29;0.00
27.05.2021 04;1.58;0.00
27.05.2021 05;1.44;0.00
27.05.2021 06;1.41;0.00
27.05.2021 07;0.00;1.32
27.05.2021 08;0.00;1.45
27.05.2021 09;0.00;1.05
27.05.2021 10;0.00;0.94
27.05.2021 11;0.00;0.86
27.05.2021 12;0.00;1.68
27.05.2021 13;0.00;1.28
27.05.2021 14;0.00;0.88
27.05.2021 15;0.00;0.79
27.05.2021 16;0.00;0.83
27.05.2021 17;0.00;0.77
27.05.2021 18;0.00;1.05
27.05.2021 19;0.00;1.09
27.05.2021 20;0.00;1.01
27.05.2021 21;0.00;1.28
27.05.2021 22;1.34;0.00
27.05.2021 23;3.18;0.00
28.05.2021 00;3.50;0.00
28.05.2021 01;1.94;0.00
28.05.2021 02;1.85;0.00
28.05.2021 03;1.79;0.00
28.05.2021 04;1.30;0.00
28.05.2021 05;1.10;0.00
28.05.2021 06;1.09;0.00
28.05.2021 07;0.00;1.18
28.05.2021 08;0.00;1.09
28.05.2021 09;0.00;0.93
28.05.2021 10;0.00;0.92
28.05.2021 11;0.00;0.74
28.05.2021 12;0.00;0.86
28.05.2021 13;0.00;0.94
28.05.2021 14;0.00;0.72
28.05.2021 15;0.00;0.82
28.05.2021 16;0.00;0.80
28.05.2021 17;0.00;0.80
28.05.2021 18;0.00;0.74
28.05.2021 19;0.00;1.12
28.05.2021 20;0.00;1.59
28.05.2021 21;0.00;1.06
28.05.2021 22;1.34;0.00
28.05.2021 23;3.06;0.00
29.05.2021 00;3.17;0.00
29.05.2021 01;3.56;0.00
29.05.2021 02;2.03;0.00
29.05.2021 03;1.96;0.00
29.05.2021 04;2.11;0.00
29.05.2021 05;1.55;0.00
29.05.2021 06;1.18;0.00
